date;time;tweet;hashtags;polarity;subjectivity;sentiment
08/09/2020;23:35:27;While the Covid-19 cases continue to rise a majority of the patients are recovering at home under remote medical monitoring and care Know how to take care of a Covid-19 patient at home - http bit ly MFineHomecare  ;['#covid19', '#homecare', '#covid19india', '#pandemic', '#digitalhealth'];-0.05;0.1;-1.0
08/09/2020;23:35:26;Kluster Sungai a) Kedah (470 disaring) • 25 positif COVID-19 • 31 negatif • 414 menunggu keputusan b) Pulau Pinang (5 disaring) • Tiada kes positif COVID-19 • 5 menunggu keputusan c) Perlis (4 disaring) • 1…  …;[];-0.06212121212121211;0.4969696969696969;-1.0
08/09/2020;23:35:26;I just love stuff like this Guess his boyfriend has Covid-19 as well ;[];0.5;0.6;1.0
08/09/2020;23:35:26;So you constructed so many things without permissions;[];0.5;0.5;1.0
08/09/2020;23:35:26;How about this? Fix what’s really wrong w America then we can talk about congressional staffer salaries I’m sorry but this seems like a dried stick in the fire compared to the social and economic injustices we’re currently experiencing ;['#covid19', '#blm', '#trumpvirusdeathtoll193k'];-0.1611111111111111;0.5277777777777778;-1.0
08/09/2020;23:35:25;Reporta Cuba 25 nuevos casos positivos a la COVID-19 http www juventudrebelde cu cuba 2020-09-08 reporta-cuba-25-nuevos-casos-positivos-a-la-covid-19 …;[];0.18181818181818182;0.5;1.0
08/09/2020;23:35:25;ALLAHU AKBAR Luar biasaaa Pahlawan2 ku dr bid medis Berdoa agar semuanya semuanya dan seluruh rakyat Indonesia selamat dr covid 19  …;[];0.25;0.25;1.0
08/09/2020;23:35:25;Jesus 307 new cases today ;['#covid19'];0.13636363636363635;0.45454545454545453;1.0
08/09/2020;23:35:25;El ha desembolsado USD 10 millones para - Enfrentar la emergencia del - Fortalecer el Sistema Nacional de Salud Pública Con el cuidamos de los ecuatorianos y sus familias ;['#covid19', '#apoyointernacionalec', '#sembramosfuturo', '#juntosecuador'];0.0;0.06666666666666667;0.0
08/09/2020;23:35:25;Use code eats-hvsba o get a 15£ discount off a 20£ order If you have already ordered make a new account and order there! uber;['#ubereats', '#ubereatspromocode', '#ubereatsuk', '#mondaythoughts', '#quarantine', '#coronavirusuk', '#coronavirus', '#covid19', '#covid19uk', '#backtowork', '#promocode', '#fortnite'];0.17045454545454544;0.45454545454545453;1.0
08/09/2020;23:35:25;Les Pays-Bas passent le 8 9 en code «orange» risque les nouveaux départements classés «rouge» par la France uniquement voyages nécessaires Les voyageurs vers les Pays-Bas  en provenance de ces départements  observeront à leur arrivée une quarantaine de 10 jours ;['#covid19'];0.03409090909090909;0.6136363636363636;1.0
08/09/2020;23:35:25;BrandPost Remote Work Isn't Going Away Here's How to Secure WFH For The Long Haul   Thanks to CSOonline for this story When the global COVID-19 pandemic first caused a rapid shift to work-from-home policies wherever possible…;['#cybersecurity', '#securitynews'];0.11666666666666668;0.2888888888888889;1.0
08/09/2020;23:35:24;Technology and good-old-fashioned creativity are helping agents buyers and sellers abide by COVID-19 health and safety practices while getting deals done Here's how Rich Bassford Broker Owner CRS GRI RE MAX  … ;[];0.375;0.75;1.0
08/09/2020;23:35:24;Lo correcto según la RAE es hablar del virus SARS COV 2 o de la enfermedad por Covid 19;[];0.0;0.0;0.0
08/09/2020;23:35:24;Bennett à l'avantage sur Sagan au sprint Si Sagan ne part pas dans des échappées il n'a aucune chance sauf abandon ou expulsion pour cause de covid19 ;[];-0.125;0.375;-1.0
08/09/2020;23:35:24; la excepción en América Latina!  Fuerte sistema de Salud  Medidas adecuadas en los momentos adecuados  Actitud libre responsable y solidaria de la población  …;['#uruguay', '#covid19'];0.4222222222222223;0.6805555555555555;1.0
08/09/2020;23:35:24;Thank you;[];0.0;0.0;0.0
08/09/2020;23:35:23;Closest I get to eating out still scared of so drive thru is my limit ;['#covid19'];0.0;0.0;0.0
08/09/2020;23:35:23;Stunning jump in known COVID-19 cases in a day and a half at  …;[];0.16666666666666669;0.5833333333333334;1.0
08/09/2020;23:35:23;Esses dias eu sonhei q ia tomar a vacina do Covid19 e fiz um escândalo de medo no sonho será q eu vou ser assim no postinho? KKKKKKKKKK;[];0.0;0.0;0.0
08/09/2020;23:35:22;Temporary Stay on Residential Evictions to Slow Spread of COVID-19 Reveals Unique Authority of CDC  …;[];0.03749999999999998;0.7;1.0
08/09/2020;23:35:22;What a Fantastic Story! Congratulations The Lord works in mysterious ways (and I’m not religious)! I guess even the Cloud has a Silver Lining I can’t control the Weather the Government etc But I can choose to make my life better!  …;['#covid19', '#healthylifestyle', '#bekind'];0.28125;0.6625;1.0
08/09/2020;23:35:22;Bir bizemi limit var Bu amk liginde;[];0.0;0.0;0.0
08/09/2020;23:35:22;utas- lagi daftar sebaran positif Covid19 karena tidak mematuhi Protokol Kesehatan Pencegahan dan Penanganan Covid19 Pemerintah RI Wajib jika harus bekerja dan sangat terpaksa keluar rumah salam ;['#gunakanmaskerkain', '#malangtanggapcovid19', '#disnakerpmptspkotamalang'];-0.0813636363636364;0.4027272727272727;-1.0
08/09/2020;23:35:21;Pues nada a tomar por culo todo el esfuerzo logrado hasta ahora Así es como estamos en la UPV sin mantener la distancia de seguridad Además algunos desgraciados como Jiménez no tiene sitio donde sentarse Y luego dirán en los medios que todo está bien Lamentable ;['#covid19'];0.25833333333333336;0.75;1.0
08/09/2020;23:35:21;"Он улетел И не вернётся На создание этого очередного ""чуда"" «Ростелеком» грохнул 2 млрд рублёв налогоплательщиков Кстати российская вакцина от COVID-19 называется «Спутник V» Работать она будет так-же ";[];0.0;0.041666666666666664;0.0
08/09/2020;23:35:21;Solve like you did Covid-19 The Deficit the Debt Healthcare;[];0.0;0.0;0.0
08/09/2020;23:35:21;Activación de Vuelos y Transporte terrestre YA para q todos los Venezolanos q no estemos en casa podamos volver es inhumano sin trabajo pagando alquiler cada quien tiene que tomar las medidas de protección contra el Covid19 ;[];-0.9;0.9;-1.0
08/09/2020;23:35:21;covid-19の問題がなく、オリンピックも開催されていたら、という本当のパラレルワールドの設定も見たかったな。。。 ;['#miu404'];0.0;0.0;0.0
08/09/2020;23:35:20; Auriculares Gamer con Luz LED marca KOMC G305 Con Luces PC  …;['#itprofesional', '#cuarentena', '#covid19', '#tiendaonline', '#dolar', '#auricular', '#gamer', '#camuflado', '#led', '#luces', '#pubg', '#pc', '#microfono', '#excelente', '#regalo', '#elegir', '#oferta', '#mercadoenvios', '#acuidarse'];0.4;0.7;1.0
08/09/2020;23:35:20;" sebuah utas- Update Situasi Covid19 Kota Malang per 8 September 2020 masuk Fase Transisi Adaptasi Kebiasaan Baru ""bukan kondisi Normal"" Wajib Disiplin Mematuhi dan menjalankan Protokol Kesehatan RI & tanpa terpisah secara sosial rutin ";['#ayoinvestkernews', '#stayathome', '#jagajarak'];0.03156565656565657;0.39040404040404036;1.0
08/09/2020;23:35:20; | Por recomendaciones de la Secretaría de Salud y a pesar de que ha comenzado la reactivación de actividades el se mantiene con acceso restringido para la ciudadanía debido a la pandemia de  ;['#mty', '#covid19'];-0.125;0.375;-1.0
08/09/2020;23:35:19;El  para enfrentar el  totaliza USD 1 993 8 millones Estos recursos han llegado al Ecuador en condiciones favorables bajas tasas de interés plazos amplios y años de gracia Juntos resistimos y nos reactivamos ;['#apoyointernacionalec', '#covid19', '#sembramosfuturo', '#juntosecuador'];-0.016666666666666666;0.4833333333333334;-1.0
08/09/2020;23:35:19;LOS AMIGOS DEL ING DEPORTES HIPISMO Y MUCHO MAS LOGROS DEPORTIVOS MAR   a través de ;['#handicapping', '#selections', '#marcas', '#hipismo', '#americanas', '#horseracing', '#free', '#pronosticos', '#datos', '#gratis', '#quedateencasa', '#07sep', '#peru', '#sports', '#math', '#covid_19'];0.5;0.5;1.0
08/09/2020;23:35:19;Durante la grave afectación de salud y económica que ha traído el se integraron estrategias de apoyos emergentes las cuales incluyen el pago de luz y dotación de gas destacó el alcalde de frente a su 4º Informe de Gobierno  ;['#covid_19'];-0.06666666666666665;0.43333333333333335;-1.0
08/09/2020;23:35:19;How COVID-19 created a new kind of consumer in just 90 days After two decades of steady growth the trajectory of digital consumerism went into hyperdrive when the pandemic changed everything—giving us ‘Generation N ’    ;['#fintechport'];0.22575757575757574;0.4636363636363636;1.0
08/09/2020;23:35:19;There have been 307 new cases of reported today and one new death It brings the total number of cases here to 30 080 and the death toll to 1 778 ;['#covid19'];0.0909090909090909;0.5530303030303031;1.0
08/09/2020;23:35:18;Que ilusión!! Rufián conocedor de la falta de papel higiénico por la crisis del COVID-19 ha salido rápido a nuestra ayuda Gracias Gabriel  …;[];0.17875000000000002;0.385;1.0
08/09/2020;23:35:18;Herd Immunity To COVID-19 May Have Been Reached In NY CA Scientist Claims  … via ;[];0.0;0.0;0.0
08/09/2020;23:35:18;The rhetoric of people “relaxing too much” re COVID-19 social distancing is farcical it’s a “look over there” policy when behind you all the school kids students etc are all being sent home with results and their establishments closing!;[];-0.16666666666666669;0.3416666666666667;-1.0
